top,top_color,bottom,bottom_color,shoes,shoes_color,occasion,temperature,feels_like,weather_type,season_match,score
blazer,black,jeans,yellow,boots,pink,casual,20,21,sunny,0.867,0.678
cardigan,yellow,skirt,gray,heels,white,sport,22,24,cloudy,0.867,0.532
hoodie,navy,shorts,purple,sandals,black,casual,25,26,sunny,0.733,0.753
t-shirt,white,leggings,gray,loafers,pink,casual,5,-3,snow,0.817,0.667
dress,black,none,none,boots,pink,date,10,8,sunny,0.817,0.668
dress,red,none,none,sneakers,yellow,party,22,25,sunny,0.817,0.726
blouse,pink,sweatpants,red,boots,red,party,10,10,sunny,0.867,0.67
shirt,gray,trousers,gray,sandals,navy,casual,25,24,cloudy,0.75,0.827
shirt,navy,shorts,pink,heels,pink,business,8,7,sunny,0.867,0.616
blouse,blue,trousers,gray,sneakers,orange,sport,32,30,cloudy,0.8,0.645
sweater,gray,trousers,blue,sneakers,black,business,12,14,cloudy,0.817,0.806
shirt,white,jeans,black,boots,burgundy,formal,20,22,cloudy,0.867,0.807
blazer,beige,leggings,purple,oxfords,pink,party,10,8,rain,0.867,0.66
blouse,black,trousers,navy,oxfords,yellow,date,8,7,cloudy,0.867,0.756
cardigan,burgundy,jeans,red,sneakers,orange,date,15,15,cloudy,0.867,0.712
shirt,blue,skirt,gray,sandals,white,business,28,33,sunny,0.95,0.872
t-shirt,blue,shorts,navy,sandals,blue,casual,25,27,sunny,1.0,0.868
polo,beige,trousers,pink,oxfords,black,date,12,13,sunny,0.867,0.736
blazer,black,trousers,navy,sneakers,gray,sport,18,20,sunny,0.867,0.723
polo,white,shorts,black,sandals,black,business,25,21,rain,1.0,0.643
tank-top,orange,jeans,red,sneakers,navy,sport,8,5,rain,0.767,0.642
polo,white,jeans,navy,sneakers,white,casual,28,29,sunny,0.9,0.931
sweater,yellow,trousers,brown,boots,blue,casual,8,9,sunny,0.817,0.712
dress,burgundy,none,none,heels,beige,date,18,16,sunny,0.817,0.794
shirt,gray,shorts,gray,sneakers,gray,formal,25,29,sunny,0.95,0.647
shirt,yellow,jeans,navy,oxfords,navy,sport,12,10,rain,0.867,0.576
shirt,navy,shorts,white,loafers,orange,date,28,24,rain,0.867,0.775
cardigan,burgundy,trousers,gray,oxfords,blue,date,12,14,sunny,0.867,0.808
shirt,yellow,jeans,red,boots,pink,date,18,19,cloudy,0.867,0.735
dress,brown,none,none,oxfords,black,date,15,16,sunny,0.817,0.684
shirt,black,jeans,red,sneakers,white,business,20,21,sunny,0.867,0.803
polo,white,trousers,navy,heels,black,formal,10,10,cloudy,0.867,0.868
t-shirt,red,trousers,white,sneakers,black,party,28,31,sunny,0.8,0.728
sweater,green,trousers,pink,loafers,green,date,10,9,sunny,0.817,0.677
sweater,brown,jeans,black,oxfords,black,sport,8,10,sunny,0.817,0.573
tank-top,red,jeans,purple,loafers,burgundy,party,25,26,cloudy,0.817,0.683
polo,black,sweatpants,beige,sneakers,red,party,10,8,sunny,0.867,0.572
shirt,brown,skirt,yellow,sneakers,beige,party,18,18,sunny,0.867,0.755
blouse,navy,shorts,white,oxfords,black,business,18,16,cloudy,0.867,0.747
tank-top,red,skirt,yellow,oxfords,burgundy,date,32,34,cloudy,0.867,0.705
tank-top,pink,trousers,burgundy,sandals,pink,party,32,27,rain,0.8,0.726
dress,orange,none,none,loafers,blue,sport,8,4,rain,0.817,0.469
shirt,green,skirt,burgundy,loafers,white,date,10,10,cloudy,0.867,0.797
t-shirt,burgundy,leggings,green,heels,gray,sport,12,14,sunny,0.817,0.728
dress,blue,none,none,loafers,pink,party,12,14,cloudy,0.817,0.689
t-shirt,gray,leggings,yellow,boots,beige,date,8,9,sunny,0.817,0.642
blouse,brown,leggings,green,loafers,brown,date,18,17,cloudy,0.867,0.822
cardigan,purple,sweatpants,navy,loafers,burgundy,formal,2,-1,snow,0.933,0.625
shirt,gray,leggings,red,boots,brown,business,12,12,sunny,0.867,0.727
shirt,burgundy,sweatpants,black,heels,white,date,15,16,cloudy,0.867,0.832
dress,navy,none,none,oxfords,black,formal,10,7,rain,0.817,0.65
blouse,gray,jeans,navy,boots,black,formal,22,25,sunny,0.867,0.805
blazer,gray,trousers,black,boots,green,business,20,15,rain,0.867,0.82
sweater,black,shorts,gray,boots,blue,sport,8,10,cloudy,0.817,0.72
tank-top,gray,skirt,navy,sandals,navy,formal,25,27,sunny,1.0,0.777
blouse,gray,shorts,pink,sandals,orange,formal,25,30,sunny,1.0,0.622
t-shirt,navy,shorts,red,loafers,red,party,22,25,sunny,0.817,0.684
hoodie,black,leggings,white,oxfords,white,sport,20,16,rain,0.817,0.756
t-shirt,orange,shorts,burgundy,sandals,gray,casual,25,23,rain,1.0,0.834
blazer,orange,shorts,black,loafers,white,formal,10,5,rain,0.867,0.649
t-shirt,navy,jeans,brown,sneakers,gray,business,12,13,cloudy,0.817,0.655
blouse,black,jeans,black,oxfords,gray,sport,15,15,cloudy,0.867,0.618
t-shirt,navy,leggings,navy,heels,beige,date,32,30,rain,0.817,0.805
blouse,gray,jeans,beige,sandals,black,formal,28,27,cloudy,0.9,0.761
blazer,purple,trousers,beige,heels,red,party,5,2,rain,0.867,0.744
cardigan,purple,shorts,black,sneakers,black,party,12,13,sunny,0.867,0.582
t-shirt,beige,trousers,blue,boots,white,casual,5,2,rain,0.817,0.795
blouse,yellow,jeans,gray,oxfords,navy,formal,12,13,sunny,0.867,0.821
t-shirt,white,jeans,navy,boots,green,casual,15,15,sunny,0.817,0.809
sweater,brown,jeans,red,loafers,navy,casual,22,23,sunny,0.817,0.816
dress,blue,none,none,heels,orange,party,8,6,sunny,0.817,0.729
hoodie,navy,jeans,white,heels,blue,casual,22,23,sunny,0.817,0.828
sweater,brown,sweatpants,orange,loafers,pink,party,12,12,sunny,0.817,0.56
dress,blue,none,none,loafers,gray,sport,18,17,sunny,0.817,0.575
shirt,navy,leggings,black,sneakers,pink,sport,18,16,sunny,0.867,0.769
hoodie,beige,leggings,black,sneakers,black,party,20,18,sunny,0.817,0.61
blouse,black,shorts,red,oxfords,pink,party,18,18,sunny,0.867,0.75
shirt,black,shorts,orange,loafers,burgundy,date,28,30,sunny,0.867,0.755
shirt,green,trousers,pink,boots,beige,casual,20,17,rain,0.867,0.769
t-shirt,red,leggings,gray,oxfords,beige,sport,25,30,sunny,0.767,0.735
dress,purple,none,none,sandals,beige,formal,15,13,sunny,0.817,0.634
shirt,orange,trousers,pink,boots,green,date,12,11,sunny,0.867,0.751
blouse,orange,leggings,gray,sneakers,blue,formal,12,11,sunny,0.867,0.741
hoodie,red,skirt,gray,sandals,navy,date,20,18,sunny,0.817,0.75
tank-top,black,jeans,navy,sneakers,blue,sport,15,16,sunny,0.767,0.76
dress,gray,none,none,oxfords,burgundy,date,20,19,sunny,0.817,0.802
t-shirt,navy,leggings,brown,boots,blue,casual,5,2,snow,0.817,0.664
blazer,beige,leggings,red,boots,white,business,20,21,sunny,0.867,0.77
dress,white,none,none,loafers,orange,party,10,12,cloudy,0.817,0.698
blazer,orange,sweatpants,black,boots,burgundy,formal,2,3,cloudy,1.0,0.74
blouse,black,sweatpants,red,sandals,blue,date,18,19,sunny,0.867,0.79
shirt,navy,jeans,orange,boots,black,sport,8,9,sunny,0.867,0.553
shirt,blue,leggings,burgundy,oxfords,gray,date,10,12,cloudy,0.867,0.815
blazer,burgundy,trousers,pink,sneakers,red,party,15,16,sunny,0.867,0.726
hoodie,pink,skirt,brown,loafers,gray,casual,20,22,sunny,0.817,0.798
shirt,black,jeans,red,heels,purple,party,10,8,sunny,0.867,0.776
tank-top,red,leggings,yellow,loafers,black,sport,28,30,sunny,0.817,0.755
shirt,black,jeans,black,oxfords,blue,party,12,11,cloudy,0.867,0.804
dress,beige,none,none,heels,burgundy,business,28,29,sunny,0.717,0.839
blouse,green,leggings,yellow,loafers,yellow,business,8,7,sunny,0.867,0.727
blazer,gray,jeans,brown,boots,blue,sport,10,10,sunny,0.867,0.563
blouse,burgundy,shorts,burgundy,heels,red,party,20,19,sunny,0.867,0.787
dress,gray,none,none,loafers,gray,business,25,24,rain,0.717,0.735
cardigan,black,skirt,brown,boots,purple,date,18,20,cloudy,0.867,0.729
sweater,navy,sweatpants,navy,heels,pink,business,12,11,rain,0.817,0.694
dress,navy,none,none,boots,orange,casual,10,9,cloudy,0.817,0.619
blazer,navy,shorts,black,boots,blue,business,10,7,rain,0.867,0.69
blouse,green,trousers,burgundy,heels,orange,business,20,19,cloudy,0.867,0.861
cardigan,burgundy,leggings,yellow,boots,pink,date,12,12,sunny,0.867,0.761
t-shirt,burgundy,jeans,blue,sneakers,purple,casual,25,24,cloudy,0.9,0.922
sweater,gray,leggings,gray,sandals,pink,casual,15,13,sunny,0.817,0.719
hoodie,black,jeans,gray,sneakers,blue,sport,22,26,sunny,0.817,0.754
tank-top,orange,shorts,navy,sneakers,orange,sport,25,23,cloudy,1.0,0.871
dress,green,none,none,sandals,beige,sport,25,20,rain,0.8,0.617
tank-top,orange,shorts,black,sneakers,gray,sport,28,23,rain,1.0,0.912
blazer,red,leggings,pink,boots,burgundy,party,12,12,sunny,0.867,0.667
shirt,red,trousers,white,heels,black,date,15,17,cloudy,0.867,0.872
dress,blue,none,none,loafers,black,formal,28,33,sunny,0.717,0.776
hoodie,blue,shorts,green,heels,gray,sport,32,32,cloudy,0.65,0.621
blouse,brown,trousers,red,boots,brown,party,20,17,rain,0.867,0.768
blazer,navy,skirt,purple,heels,burgundy,party,15,12,rain,0.867,0.786
cardigan,navy,shorts,purple,heels,green,business,25,22,rain,0.75,0.627
blouse,purple,skirt,green,sandals,burgundy,formal,15,12,rain,0.867,0.649
blazer,beige,trousers,white,sandals,white,business,28,30,sunny,0.667,0.77
sweater,gray,trousers,gray,loafers,red,sport,18,16,sunny,0.817,0.549
shirt,brown,jeans,navy,heels,navy,date,18,19,cloudy,0.867,0.821
t-shirt,pink,jeans,purple,sneakers,navy,sport,32,30,rain,0.9,0.795
dress,brown,none,none,loafers,burgundy,date,32,33,cloudy,0.717,0.8
shirt,yellow,jeans,beige,boots,blue,formal,15,13,rain,0.867,0.731
dress,beige,none,none,loafers,white,business,18,14,rain,0.817,0.742
shirt,green,trousers,red,loafers,burgundy,business,20,21,sunny,0.867,0.815
blouse,burgundy,shorts,black,loafers,blue,date,25,20,rain,0.917,0.827
dress,burgundy,none,none,sandals,green,casual,25,28,sunny,0.8,0.788
blouse,burgundy,shorts,beige,boots,purple,party,20,16,rain,0.867,0.713
t-shirt,pink,jeans,gray,sneakers,black,sport,20,17,rain,0.817,0.791
dress,yellow,none,none,oxfords,pink,date,20,21,sunny,0.817,0.779
polo,pink,leggings,burgundy,heels,gray,formal,15,14,sunny,0.867,0.757
tank-top,black,jeans,purple,heels,blue,sport,12,11,sunny,0.767,0.664
cardigan,red,sweatpants,orange,sneakers,gray,business,8,6,sunny,0.867,0.573
t-shirt,navy,trousers,blue,sneakers,red,sport,15,13,rain,0.817,0.77
cardigan,white,trousers,navy,oxfords,burgundy,formal,22,25,sunny,0.867,0.904
t-shirt,white,leggings,navy,sneakers,burgundy,date,18,17,cloudy,0.817,0.73
hoodie,purple,jeans,pink,loafers,black,business,10,11,sunny,0.817,0.67
sweater,black,sweatpants,purple,loafers,green,date,15,11,rain,0.817,0.65
t-shirt,black,trousers,green,oxfords,burgundy,date,18,20,cloudy,0.817,0.773
sweater,beige,leggings,gray,boots,white,casual,10,9,cloudy,0.817,0.876
cardigan,white,trousers,pink,loafers,burgundy,date,18,19,sunny,0.867,0.755
cardigan,burgundy,trousers,purple,heels,black,party,22,20,rain,0.867,0.744
shirt,brown,leggings,yellow,heels,gray,casual,25,21,rain,0.767,0.765
shirt,black,skirt,navy,heels,blue,business,28,23,rain,0.867,0.823
shirt,purple,skirt,orange,sneakers,brown,date,5,0,rain,0.867,0.612
blazer,beige,skirt,blue,loafers,green,formal,20,20,sunny,0.867,0.793
dress,purple,none,none,boots,black,party,22,21,rain,0.817,0.736
shirt,navy,skirt,blue,loafers,pink,sport,20,19,cloudy,0.867,0.578
polo,black,trousers,black,sandals,blue,date,18,20,sunny,0.867,0.803
dress,orange,none,none,heels,beige,party,15,11,rain,0.817,0.745
t-shirt,blue,jeans,red,boots,navy,casual,15,13,rain,0.817,0.776
tank-top,purple,jeans,black,sandals,red,party,25,28,sunny,0.9,0.731
hoodie,gray,trousers,black,oxfords,beige,sport,8,8,sunny,0.817,0.627
dress,pink,none,none,loafers,black,date,20,22,cloudy,0.817,0.794
polo,orange,trousers,brown,boots,blue,casual,2,4,cloudy,0.9,0.787
t-shirt,black,skirt,white,sandals,beige,formal,25,30,sunny,1.0,0.798
shirt,burgundy,leggings,pink,loafers,orange,casual,10,12,sunny,0.867,0.826
blazer,navy,jeans,yellow,sneakers,green,formal,28,28,cloudy,0.767,0.598
t-shirt,pink,skirt,yellow,sneakers,navy,formal,28,27,cloudy,1.0,0.644
polo,navy,shorts,white,oxfords,red,sport,15,17,cloudy,0.867,0.761
polo,blue,shorts,navy,sneakers,blue,casual,12,7,rain,0.867,0.714
shirt,pink,trousers,pink,sandals,navy,business,28,32,sunny,0.75,0.766
hoodie,yellow,skirt,black,loafers,gray,formal,15,16,cloudy,0.817,0.729
blouse,gray,skirt,red,loafers,green,party,12,11,sunny,0.867,0.8
tank-top,gray,jeans,beige,loafers,gray,business,18,17,cloudy,0.767,0.733
blazer,black,shorts,navy,sneakers,black,casual,10,11,cloudy,0.867,0.758
t-shirt,navy,trousers,white,oxfords,gray,sport,10,12,cloudy,0.817,0.712
shirt,blue,jeans,gray,boots,orange,casual,10,12,cloudy,0.867,0.862
t-shirt,orange,trousers,brown,boots,beige,formal,10,9,cloudy,0.817,0.668
blouse,black,leggings,yellow,oxfords,purple,party,5,5,cloudy,0.867,0.665
shirt,blue,sweatpants,purple,sandals,purple,casual,22,27,sunny,0.867,0.759
dress,yellow,none,none,sneakers,yellow,casual,20,19,sunny,0.817,0.748
hoodie,brown,leggings,purple,sneakers,black,formal,22,21,rain,0.817,0.589
dress,red,none,none,sneakers,green,casual,25,20,rain,0.8,0.771
dress,white,none,none,heels,burgundy,formal,18,20,cloudy,0.817,0.839
sweater,red,trousers,black,sneakers,purple,date,10,11,sunny,0.817,0.737
blouse,white,leggings,orange,boots,blue,business,2,4,cloudy,0.9,0.789
blazer,white,leggings,navy,sneakers,orange,formal,18,16,cloudy,0.867,0.698
hoodie,burgundy,trousers,yellow,boots,pink,party,20,18,rain,0.817,0.599
t-shirt,beige,jeans,navy,loafers,gray,business,22,20,cloudy,0.817,0.831
blouse,black,trousers,navy,loafers,pink,formal,18,16,rain,0.867,0.845
sweater,black,jeans,white,heels,navy,casual,15,15,sunny,0.817,0.805
t-shirt,burgundy,trousers,pink,oxfords,beige,party,15,15,sunny,0.817,0.683
blazer,red,jeans,pink,sneakers,white,party,8,9,sunny,0.867,0.735
blouse,burgundy,jeans,burgundy,heels,gray,sport,25,27,sunny,0.817,0.56
shirt,black,trousers,white,oxfords,navy,business,15,15,sunny,0.867,0.896
t-shirt,green,jeans,red,oxfords,orange,formal,22,24,cloudy,0.817,0.714
blouse,pink,jeans,black,boots,pink,party,10,9,rain,0.867,0.729
dress,red,none,none,sneakers,white,party,18,18,sunny,0.817,0.765
blazer,black,jeans,burgundy,loafers,gray,business,20,21,cloudy,0.867,0.855
dress,burgundy,none,none,sneakers,black,formal,12,14,cloudy,0.817,0.683
cardigan,beige,jeans,yellow,loafers,gray,casual,5,4,cloudy,0.867,0.813
blazer,white,skirt,brown,heels,purple,casual,20,20,sunny,0.867,0.623
cardigan,green,leggings,pink,boots,yellow,formal,5,2,snow,0.867,0.662
polo,red,leggings,beige,loafers,gray,casual,20,22,sunny,0.867,0.824
blouse,navy,shorts,black,sneakers,black,formal,25,24,cloudy,1.0,0.589
sweater,gray,jeans,black,oxfords,purple,sport,12,10,rain,0.817,0.567
blouse,navy,leggings,purple,boots,blue,casual,5,-1,snow,0.867,0.714
t-shirt,purple,jeans,black,loafers,orange,sport,18,17,cloudy,0.817,0.624
hoodie,beige,trousers,black,loafers,green,business,5,5,cloudy,0.817,0.693
shirt,brown,jeans,black,sneakers,purple,formal,2,-6,snow,0.833,0.568
t-shirt,purple,sweatpants,purple,boots,blue,sport,2,0,cloudy,0.733,0.676
blouse,black,jeans,blue,sandals,burgundy,date,25,26,cloudy,0.9,0.847
blazer,yellow,leggings,black,boots,beige,business,10,11,sunny,0.867,0.782
sweater,white,jeans,beige,boots,navy,business,10,9,rain,0.817,0.808
shirt,purple,shorts,white,heels,beige,formal,25,30,sunny,0.867,0.725
sweater,black,skirt,navy,oxfords,green,date,18,15,rain,0.817,0.747
shirt,black,jeans,gray,sneakers,beige,casual,28,31,sunny,0.85,0.899
shirt,burgundy,jeans,burgundy,oxfords,red,date,15,12,rain,0.867,0.755
blazer,navy,skirt,red,oxfords,beige,business,8,10,sunny,0.867,0.808
cardigan,burgundy,trousers,red,boots,pink,party,22,19,rain,0.867,0.619
tank-top,navy,shorts,beige,sneakers,black,sport,12,14,sunny,0.767,0.895
blazer,black,trousers,navy,sneakers,red,party,22,25,sunny,0.867,0.675
hoodie,navy,trousers,navy,loafers,brown,formal,10,8,sunny,0.817,0.679
blazer,blue,jeans,yellow,sneakers,burgundy,casual,22,25,sunny,0.867,0.766
blouse,pink,skirt,purple,oxfords,gray,formal,20,17,rain,0.867,0.775
dress,navy,none,none,loafers,green,business,15,15,sunny,0.817,0.712
blouse,black,shorts,black,sneakers,green,party,32,31,rain,1.0,0.606
blouse,gray,trousers,black,boots,white,formal,12,13,sunny,0.867,0.873
shirt,white,skirt,yellow,boots,blue,business,22,23,cloudy,0.867,0.809
blouse,green,trousers,burgundy,loafers,beige,business,32,35,sunny,0.717,0.814
polo,orange,jeans,pink,sandals,brown,sport,20,20,sunny,0.867,0.656
blouse,navy,jeans,red,sneakers,pink,business,22,24,cloudy,0.867,0.728
blouse,burgundy,trousers,yellow,loafers,burgundy,party,15,17,sunny,0.867,0.748
dress,green,none,none,sneakers,white,party,25,27,sunny,0.8,0.711
shirt,brown,jeans,pink,heels,navy,date,15,10,rain,0.867,0.844
blouse,blue,leggings,burgundy,sandals,navy,sport,32,34,sunny,0.9,0.7
blouse,orange,jeans,purple,oxfords,pink,business,8,6,sunny,0.867,0.749
dress,navy,none,none,boots,navy,business,20,19,sunny,0.817,0.737
shirt,navy,shorts,brown,heels,beige,business,12,12,sunny,0.867,0.798
hoodie,navy,jeans,black,sandals,black,sport,20,20,cloudy,0.817,0.625
blouse,navy,leggings,orange,heels,black,party,8,9,sunny,0.867,0.682
shirt,white,shorts,burgundy,loafers,red,party,22,20,cloudy,0.867,0.749
dress,red,none,none,boots,orange,formal,10,8,rain,0.817,0.616
hoodie,blue,trousers,gray,sneakers,orange,date,8,10,sunny,0.817,0.746
hoodie,white,jeans,blue,oxfords,black,business,18,16,rain,0.817,0.737
shirt,burgundy,jeans,black,loafers,blue,party,28,33,sunny,0.767,0.754
blouse,red,skirt,brown,boots,black,formal,20,19,sunny,0.867,0.774
blouse,black,leggings,burgundy,sandals,white,formal,32,28,rain,0.9,0.748
t-shirt,red,jeans,beige,sneakers,blue,party,18,18,sunny,0.817,0.621
cardigan,black,trousers,burgundy,sneakers,beige,business,25,27,sunny,0.633,0.735
blazer,orange,shorts,navy,oxfords,yellow,formal,32,37,sunny,0.733,0.61
t-shirt,green,jeans,purple,sandals,white,sport,28,29,sunny,0.9,0.7
t-shirt,white,trousers,green,sandals,green,formal,32,36,sunny,0.8,0.68
shirt,black,jeans,black,oxfords,green,party,22,23,sunny,0.867,0.732
dress,black,none,none,heels,burgundy,formal,8,7,sunny,0.817,0.749
t-shirt,burgundy,trousers,burgundy,oxfords,pink,formal,12,11,sunny,0.817,0.778
blouse,purple,trousers,blue,loafers,purple,party,15,15,cloudy,0.867,0.752
shirt,pink,shorts,black,sandals,black,formal,28,26,rain,0.95,0.625
shirt,brown,skirt,pink,loafers,red,business,20,22,sunny,0.867,0.788
t-shirt,navy,leggings,purple,loafers,orange,sport,18,19,cloudy,0.817,0.771
polo,white,shorts,navy,boots,purple,business,12,13,sunny,0.867,0.697
t-shirt,beige,trousers,black,oxfords,black,casual,20,18,sunny,0.817,0.831
cardigan,gray,jeans,white,oxfords,navy,casual,15,17,sunny,0.867,0.944
blazer,gray,trousers,blue,oxfords,purple,sport,5,-2,snow,0.867,0.508
blazer,yellow,trousers,black,boots,burgundy,formal,8,10,sunny,0.867,0.815
shirt,blue,shorts,brown,loafers,navy,date,20,15,rain,0.867,0.661
sweater,black,sweatpants,black,sneakers,burgundy,party,10,8,cloudy,0.817,0.595
blazer,red,jeans,burgundy,boots,black,business,2,1,rain,1.0,0.819
blouse,black,skirt,purple,loafers,navy,party,20,21,sunny,0.867,0.805
shirt,white,leggings,orange,boots,yellow,formal,2,1,cloudy,0.9,0.636
sweater,orange,trousers,brown,heels,navy,date,8,10,sunny,0.817,0.757
blouse,beige,leggings,blue,sneakers,green,date,8,8,cloudy,0.867,0.72
shirt,black,jeans,navy,boots,orange,formal,2,1,rain,0.9,0.677
sweater,pink,jeans,navy,sneakers,gray,date,15,11,rain,0.817,0.798
cardigan,blue,trousers,black,boots,gray,business,18,20,sunny,0.867,0.809
sweater,purple,jeans,purple,heels,orange,party,20,20,cloudy,0.817,0.74
blouse,green,shorts,red,oxfords,burgundy,party,18,18,sunny,0.867,0.713
cardigan,brown,jeans,green,sneakers,yellow,business,18,19,cloudy,0.867,0.69
polo,navy,trousers,green,sandals,purple,casual,28,31,sunny,0.8,0.771
shirt,pink,skirt,brown,loafers,red,casual,25,20,rain,0.867,0.764
tank-top,orange,skirt,black,sandals,gray,sport,18,17,rain,0.767,0.559
blouse,beige,trousers,navy,oxfords,black,business,22,18,rain,0.867,0.914
dress,black,none,none,loafers,burgundy,party,10,8,sunny,0.817,0.656
blouse,navy,skirt,navy,oxfords,brown,date,20,21,sunny,0.867,0.811
polo,blue,sweatpants,navy,boots,red,casual,10,9,sunny,0.867,0.758
sweater,black,shorts,yellow,sneakers,pink,sport,10,12,sunny,0.817,0.736
blouse,white,jeans,blue,loafers,white,casual,18,17,cloudy,0.867,0.906
blouse,gray,trousers,gray,boots,orange,casual,18,18,cloudy,0.867,0.745
dress,black,none,none,sneakers,navy,party,20,15,rain,0.817,0.707
shirt,purple,trousers,navy,sneakers,navy,casual,15,17,sunny,0.867,0.823
t-shirt,black,skirt,red,heels,orange,date,20,19,cloudy,0.817,0.83
shirt,black,jeans,burgundy,boots,black,date,10,10,sunny,0.867,0.844
dress,orange,none,none,sneakers,blue,formal,25,27,sunny,0.8,0.737
tank-top,gray,leggings,red,oxfords,green,business,25,28,sunny,0.767,0.671
blazer,navy,jeans,yellow,loafers,purple,party,5,6,cloudy,0.867,0.666
sweater,brown,sweatpants,black,sneakers,white,sport,12,9,rain,0.817,0.757
hoodie,purple,trousers,gray,sneakers,yellow,sport,15,13,rain,0.817,0.752
tank-top,black,skirt,green,sandals,gray,business,25,29,sunny,1.0,0.721
blazer,yellow,shorts,gray,boots,white,sport,20,19,rain,0.867,0.568
sweater,green,trousers,red,oxfords,gray,formal,15,14,cloudy,0.817,0.826
dress,brown,none,none,oxfords,white,formal,12,14,sunny,0.817,0.672
t-shirt,pink,trousers,navy,oxfords,beige,casual,5,-3,snow,0.817,0.642
t-shirt,white,jeans,pink,heels,blue,casual,18,20,sunny,0.817,0.872
cardigan,pink,jeans,red,sneakers,black,party,32,33,sunny,0.733,0.605
hoodie,black,leggings,gray,heels,purple,sport,12,10,cloudy,0.817,0.748
shirt,gray,leggings,pink,boots,black,formal,2,0,rain,0.9,0.728
dress,yellow,none,none,oxfords,red,party,15,14,rain,0.817,0.663
blazer,blue,sweatpants,pink,sneakers,white,sport,12,10,sunny,0.867,0.761
dress,white,none,none,boots,gray,casual,22,25,sunny,0.817,0.733
hoodie,red,shorts,white,sandals,gray,sport,25,27,sunny,0.733,0.746
polo,red,leggings,pink,sneakers,pink,date,22,19,rain,0.867,0.694
blouse,red,shorts,burgundy,heels,purple,party,32,35,sunny,0.917,0.725
cardigan,navy,sweatpants,pink,heels,yellow,casual,18,13,rain,0.867,0.732
dress,navy,none,none,loafers,beige,party,22,20,cloudy,0.817,0.817
tank-top,yellow,leggings,brown,sneakers,purple,sport,10,10,sunny,0.767,0.816
cardigan,navy,skirt,red,boots,green,date,5,5,cloudy,0.867,0.685
blouse,purple,leggings,red,loafers,pink,party,18,14,rain,0.867,0.633
cardigan,navy,skirt,navy,sandals,red,sport,28,29,sunny,0.833,0.608
blouse,white,shorts,yellow,heels,blue,party,22,18,rain,0.867,0.775
hoodie,gray,skirt,burgundy,sandals,white,casual,20,18,sunny,0.817,0.9
dress,gray,none,none,sandals,yellow,sport,20,19,sunny,0.817,0.554
blazer,red,trousers,white,boots,brown,formal,22,21,rain,0.867,0.789
blouse,red,shorts,navy,loafers,red,date,22,22,cloudy,0.867,0.871
blazer,pink,skirt,beige,loafers,navy,date,20,22,sunny,0.867,0.825
blazer,black,jeans,beige,sneakers,gray,sport,12,7,rain,0.867,0.644
blouse,gray,skirt,pink,heels,beige,date,15,14,sunny,0.867,0.831
dress,orange,none,none,oxfords,black,formal,8,9,sunny,0.817,0.616
dress,pink,none,none,heels,green,date,28,23,rain,0.717,0.794
sweater,yellow,leggings,white,heels,white,formal,5,0,snow,0.817,0.685
hoodie,brown,trousers,blue,sneakers,black,sport,15,13,rain,0.817,0.744
dress,red,none,none,sandals,burgundy,casual,18,14,rain,0.817,0.647
dress,purple,none,none,sandals,red,party,20,22,sunny,0.817,0.787
t-shirt,green,shorts,white,sneakers,navy,sport,15,13,sunny,0.817,0.81
shirt,gray,trousers,blue,loafers,gray,formal,15,15,cloudy,0.867,0.917
shirt,burgundy,jeans,black,heels,beige,sport,10,6,rain,0.867,0.623
dress,navy,none,none,sneakers,navy,formal,32,30,cloudy,0.8,0.734
blouse,navy,sweatpants,white,heels,blue,casual,18,17,cloudy,0.867,0.821
blazer,pink,jeans,navy,heels,burgundy,business,12,13,sunny,0.867,0.781
shirt,pink,leggings,navy,sneakers,red,date,28,29,sunny,0.85,0.717
tank-top,black,skirt,yellow,sneakers,navy,sport,20,19,rain,0.767,0.756
dress,black,none,none,sandals,brown,business,32,28,rain,0.8,0.694
cardigan,white,skirt,gray,heels,gray,casual,28,31,sunny,0.75,0.737
blazer,red,skirt,purple,oxfords,black,date,12,10,cloudy,0.867,0.777
dress,brown,none,none,sneakers,black,formal,28,29,cloudy,0.8,0.675
dress,red,none,none,sneakers,pink,date,28,27,rain,0.8,0.715
shirt,beige,jeans,purple,sneakers,brown,sport,10,10,sunny,0.867,0.707
blazer,burgundy,trousers,beige,sandals,navy,formal,28,30,cloudy,0.667,0.811
t-shirt,navy,shorts,purple,sneakers,blue,sport,32,35,sunny,1.0,0.911
t-shirt,orange,skirt,blue,sneakers,green,casual,5,3,rain,0.817,0.665
polo,brown,skirt,orange,sandals,black,casual,32,37,sunny,1.0,0.809
shirt,purple,leggings,black,oxfords,gray,party,22,19,rain,0.867,0.708
cardigan,navy,jeans,yellow,loafers,pink,sport,8,5,rain,0.867,0.537
blazer,navy,leggings,white,loafers,white,business,5,1,rain,0.867,0.778
dress,red,none,none,boots,red,party,12,11,rain,0.817,0.748
dress,brown,none,none,oxfords,burgundy,date,15,12,rain,0.817,0.746
tank-top,purple,skirt,black,loafers,pink,sport,28,23,rain,0.917,0.621
polo,pink,shorts,blue,sneakers,navy,casual,28,27,cloudy,1.0,0.786
tank-top,pink,skirt,black,boots,beige,sport,18,18,cloudy,0.767,0.607
t-shirt,black,jeans,burgundy,sneakers,red,date,10,8,rain,0.817,0.647
t-shirt,beige,shorts,green,loafers,gray,business,25,26,sunny,0.917,0.681
